ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-03,3.215292,2.9873215904332873,3.342141720351056,3.215292,3.215292,-0.05151140087702588,-0.05151140087702588,-0.05151140087702588,-0.05151140087702588,-0.05151140087702588,-0.05151140087702588,0.0,0.0,0.0,3.163780599122974
2022-01-10,3.2208053134328356,2.9301445916847038,3.306012390334791,3.2208053134328356,3.2208053134328356,-0.1017169410724456,-0.1017169410724456,-0.1017169410724456,-0.1017169410724456,-0.1017169410724456,-0.1017169410724456,0.0,0.0,0.0,3.11908837236039
2022-01-17,3.2263186268656714,2.906648850098816,3.2579590232132016,3.2263186268656714,3.2263186268656714,-0.1522255510864156,-0.1522255510864156,-0.1522255510864156,-0.1522255510864156,-0.1522255510864156,-0.1522255510864156,0.0,0.0,0.0,3.0740930757792557
2022-01-24,3.231831940298507,2.8510167153061814,3.207367505596089,3.231831940298507,3.231831940298507,-0.20063273109637025,-0.20063273109637025,-0.20063273109637025,-0.20063273109637025,-0.20063273109637025,-0.20063273109637025,0.0,0.0,0.0,3.031199209202137
2022-01-31,3.2373452537313434,2.812935768449179,3.171500309980181,3.2373452537313434,3.2373452537313434,-0.24827169385653197,-0.24827169385653197,-0.24827169385653197,-0.24827169385653197,-0.24827169385653197,-0.24827169385653197,0.0,0.0,0.0,2.9890735598748113
2022-02-07,3.242858567184004,2.773359166814031,3.112868541964679,3.242858567184004,3.242858567184004,-0.2955775442959513,-0.2955775442959513,-0.2955775442959513,-0.2955775442959513,-0.2955775442959513,-0.2955775442959513,0.0,0.0,0.0,2.9472810228880526
2022-02-14,3.2483718806366646,2.7340194974829375,3.102492041514193,3.2483718806366646,3.2483718806366646,-0.33646711580994565,-0.33646711580994565,-0.33646711580994565,-0.33646711580994565,-0.33646711580994565,-0.33646711580994565,0.0,0.0,0.0,2.911904764826719
2022-02-21,3.253885194089325,2.7241059517839172,3.0722295769837045,3.253885194089325,3.253885194089325,-0.3568525262147936,-0.3568525262147936,-0.3568525262147936,-0.3568525262147936,-0.3568525262147936,-0.3568525262147936,0.0,0.0,0.0,2.8970326678745315
2022-02-28,3.259398507541986,2.739404717383286,3.09221263419053,3.259398507541986,3.259398507541986,-0.34213816222559196,-0.34213816222559196,-0.34213816222559196,-0.34213816222559196,-0.34213816222559196,-0.34213816222559196,0.0,0.0,0.0,2.917260345316394
2022-03-07,3.2649118209946466,2.791159425512444,3.147170163537567,3.2649118209946466,3.2649118209946466,-0.2908533489030328,-0.2908533489030328,-0.2908533489030328,-0.2908533489030328,-0.2908533489030328,-0.2908533489030328,0.0,0.0,0.0,2.9740584720916137
2022-03-14,3.2704251334438803,2.8652826799051203,3.2273307743955417,3.2704251334438803,3.2704251334438803,-0.22185393849431367,-0.22185393849431367,-0.22185393849431367,-0.22185393849431367,-0.22185393849431367,-0.22185393849431367,0.0,0.0,0.0,3.0485711949495666
2022-03-21,3.275938445893114,2.926887545171361,3.290574053331609,3.275938445893114,3.275938445893114,-0.16405037877795864,-0.16405037877795864,-0.16405037877795864,-0.16405037877795864,-0.16405037877795864,-0.16405037877795864,0.0,0.0,0.0,3.111888067115155
2022-03-28,3.2814517583423477,2.9620668855117076,3.332487036308962,3.2814517583423477,3.2814517583423477,-0.13406631461652968,-0.13406631461652968,-0.13406631461652968,-0.13406631461652968,-0.13406631461652968,-0.13406631461652968,0.0,0.0,0.0,3.147385443725818
